Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
pay stub generator free,25,25,4400,48,7.87,https://www.xero.com/us/templates/pay-stub-template/,6,0.18,47.00,0.84,1010000,"[100,66,66,66,66,66,66,54,66,66,66,54]",2026-01-13,"Sitelinks, Video, Ads bottom, Related searches, Ads middle, AI overview",informational,Organic
consultant billing template,9,9,320,36,5.63,https://www.xero.com/us/templates/invoice-template/consulting-template/,6,0.18,33.00,0.85,1690000,"[10,45,36,13,8,13,16,13,8,13,13,45]",2026-01-10,"Image pack, Image, Ads bottom, Related searches",informational,Organic
expenses report template,7,7,720,30,5.61,https://www.xero.com/us/templates/expense-report-template/,6,0.18,33.00,0.32,160000000,"[13,24,30,30,76,76,67,55,100,67,36,55]",2025-11-26,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
download pay stub templates,7,7,260,38,4.20,https://www.xero.com/us/templates/pay-stub-template/,6,0.18,25.00,0.42,798000,"[54,36,81,100,66,66,29,9,4,5,4,5]",2026-01-10,"Image pack, Video, Ads bottom, Related searches, AI overview",informational,Organic
free invoice templates,16,16,4400,73,3.49,https://www.xero.com/us/templates/invoice-template/,6,0.18,20.00,0.63,57900000,"[44,10,29,36,44,12,24,19,24,12,44,24]",2026-01-15,"Image pack, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
expense form template,5,5,210,28,5.32,https://www.xero.com/us/templates/expense-report-template/,6,0.18,31.00,0.82,368000000,"[53,43,43,100,43,43,35,17,82,53,100,23]",2026-01-15,"Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, Related searches","commercial, informational",Organic
free balance sheet template,3,3,590,29,3.39,https://www.xero.com/us/templates/balance-sheet-template/,6,0.18,20.00,0.19,109000000,"[44,67,67,100,81,67,67,44,67,54,67,81]",2025-12-12,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Image pack
timesheet templates,5,5,320,50,4.16,https://www.xero.com/us/templates/timesheet-template/,6,0.18,24.00,0.35,6590000,"[9,17,21,17,32,100,14,26,26,39,39,26]",2026-01-13,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
free payroll check stub template,8,8,260,41,5.05,https://www.xero.com/us/templates/pay-stub-template/,6,0.18,30.00,0.71,734000,"[29,29,44,19,44,29,15,29,23,19,67,29]",2026-01-05,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
paycheck template free,11,11,1300,44,5.52,https://www.xero.com/us/templates/pay-stub-template/,6,0.18,33.00,0.45,10200000,"[68,84,84,100,46,46,68,68,46,52,37,31]",2025-12-01,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches, AI overview",informational,Organic
donation invoice template,1,1,140,25,3.21,https://www.xero.com/us/templates/receipt-template/donation-receipt/,5,0.15,16.00,0.6,4650000,"[52,52,66,66,80,66,80,52,66,80,80,52]",2025-12-24,"Image pack, Video, Image, Ads bottom, People also ask, Related searches",informational,Image pack
editable receipt template,1,1,140,50,2.01,https://www.xero.com/us/templates/receipt-template/,5,0.15,10.00,0.97,14400000,"[66,52,52,52,80,80,80,66,52,66,66,66]",2025-12-19,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Image pack
template for receipt,13,13,1000,72,1.58,https://www.xero.com/us/templates/receipt-template/,5,0.15,7.00,1,203000000,"[41,8,24,41,100,36,54,66,66,36,30,41]",2025-11-28,"Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, Related searches",informational,Organic
statement of earnings template,1,1,140,21,6.03,https://www.xero.com/us/templates/income-statement-template/,5,0.15,30.00,0.56,10,"[28,21,43,81,34,28,65,65,100,15,28,28]",2025-11-17,"Image pack, Video, Image, Ads top, Ads bottom, People also ask, Related searches",informational,Image pack
template pay stub free,7,7,390,46,5.05,https://www.xero.com/us/templates/pay-stub-template/,5,0.15,25.00,0.71,618000,"[6,20,24,16,4,6,62,81,6,10,20,6]",2026-01-15,"Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
free template for receipt,1,1,260,60,1.74,https://www.xero.com/us/templates/receipt-template/,5,0.15,8.00,0.56,40400000,"[11,9,17,32,26,26,26,26,14,39,32,48]",2025-12-03,"Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, People also ask, Related searches",informational,Image pack
invoice template free download pdf,10,10,590,52,2.64,https://www.xero.com/us/templates/invoice-template/,5,0.15,13.00,0.76,79000000,"[55,44,20,24,16,11,16,8,13,11,13,7]",2025-12-23,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
rental receipts template,7,7,210,26,1.62,https://www.xero.com/us/templates/receipt-template/rent-receipt-template/,5,0.15,8.00,1,15400000,"[36,30,45,30,5,5,0,6,0,20,0,8]",2025-12-16,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
paystub creator,27,27,8100,68,5.99,https://www.xero.com/us/templates/pay-stub-template/,5,0.15,29.00,0.78,179000,"[44,24,54,36,36,29,19,24,36,19,24,19]",2026-01-08,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
free receipt form template,1,1,140,51,2.06,https://www.xero.com/us/templates/receipt-template/,5,0.15,10.00,0.67,29300000,"[21,34,34,53,43,34,65,21,100,43,53,0]",2026-01-17,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Image pack
payment receipt template,11,11,1900,53,1.70,https://www.xero.com/us/templates/receipt-template/,5,0.15,8.00,1,121000000,"[52,44,66,52,66,44,52,52,80,52,52,44]",2026-01-11,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
payroll check stub template,13,13,1000,42,6.62,https://www.xero.com/us/templates/pay-stub-template/,5,0.15,33.00,0.65,3730000,"[27,16,27,10,20,20,24,13,27,100,20,36]",2025-12-28,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
payroll stub template download,8,8,260,37,4.20,https://www.xero.com/us/templates/pay-stub-template/,5,0.15,21.00,0.42,105000,"[54,35,81,100,66,66,28,11,5,5,6,6]",2026-01-10,"Image pack, Image, Ads bottom, Related searches",informational,Organic
timesheet printable,6,6,210,33,2.39,https://www.xero.com/us/templates/timesheet-template/,5,0.15,11.00,0.86,2640000,"[24,36,8,16,6,6,3,5,36,13,13,13]",2026-01-10,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
paycheck sample,5,5,170,29,9.65,https://www.xero.com/us/templates/pay-stub-template/,5,0.15,48.00,0.09,25200000,"[18,100,43,22,18,22,18,22,22,29,29,22]",2025-12-18,"Image pack, Video, Image, Related searches",informational,Organic
reciept template,7,7,590,32,1.60,https://www.xero.com/us/templates/receipt-template/,5,0.15,8.00,1,163000000,"[0,18,8,8,13,13,13,16,13,5,8,16]",2026-01-08,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
expense report form free,3,3,90,23,5.91,https://www.xero.com/us/templates/expense-report-template/,5,0.15,29.00,0.55,162000000,"[0,0,4,66,42,66,80,23,52,52,100,52]",2025-12-23,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
expense report forms,5,5,170,24,5.67,https://www.xero.com/us/templates/expense-report-template/,5,0.15,28.00,0.2,202000000,"[26,14,14,17,32,14,11,9,14,11,5,26]",2025-12-02,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
pay stub samples free,6,6,390,43,5.05,https://www.xero.com/us/templates/pay-stub-template/,5,0.15,25.00,0.71,343000,"[0,0,0,0,0,0,0,0,2,46,84,100]",2026-01-08,"Video, People also ask, Related searches, AI overview",informational,Organic
simple pay stub template,6,6,170,39,4.62,https://www.xero.com/us/templates/pay-stub-template/,4,0.12,18.00,0.76,17900000,"[34,34,42,80,80,80,34,53,53,65,80,65]",2026-01-16,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
check stub creator,13,13,2900,63,7.49,https://www.xero.com/us/templates/pay-stub-template/,4,0.12,29.00,0.9,2110000,"[35,54,54,19,23,12,35,54,54,16,19,29]",2026-01-12,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
donation receipt template,12,12,1600,27,2.01,https://www.xero.com/us/templates/receipt-template/donation-receipt/,4,0.12,8.00,0.74,7320000,"[54,54,66,66,79,79,66,66,36,41,54,79]",2025-11-29,"Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, People also ask, Related searches",informational,Organic
payroll pay stub template,5,5,110,41,4.96,https://www.xero.com/us/templates/pay-stub-template/,4,0.12,19.00,0.09,179000,"[52,23,42,80,100,80,66,42,33,23,33,100]",2025-12-06,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
paystub template free download,6,6,140,35,5.68,https://www.xero.com/us/templates/pay-stub-template/,4,0.12,22.00,0.18,658000,"[65,65,53,53,42,53,42,26,53,42,53,65]",2025-12-11,"Sitelinks, Video, Ads bottom, Related searches",informational,Organic
pay stub generator,26,26,6600,65,5.99,https://www.xero.com/us/templates/pay-stub-template/,4,0.12,23.00,0.78,1170000,"[66,100,100,54,44,44,44,44,66,44,66,44]",2026-01-10,"Knowledge panel, Image pack, Sitelinks, Video, Ads bottom, People also ask, Related searches",informational,Organic
free cash receipt sample,1,1,110,34,1.02,https://www.xero.com/us/templates/receipt-template/cash-receipt-template/,4,0.12,4.00,0.22,21700000,"[53,34,53,34,80,26,42,53,53,26,26,80]",2025-11-27,"Image pack, Sitelinks, Image, People also ask, Related searches",informational,Image pack
payroll stub template,14,14,1000,45,6.58,https://www.xero.com/us/templates/pay-stub-template/,4,0.12,26.00,0.46,2150000,"[13,10,24,8,13,18,13,18,35,16,13,35]",2025-12-19,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
expense report templates,11,11,590,32,6.67,https://www.xero.com/us/templates/expense-report-template/,4,0.12,26.00,0.38,38600000,"[16,24,45,100,55,67,45,36,67,20,45,67]",2026-01-10,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
paystub example,18,18,2900,43,3.17,https://www.xero.com/us/templates/pay-stub-template/,4,0.12,12.00,0.41,4610000,"[44,66,44,81,44,100,53,44,29,53,53,35]",2026-01-16,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
rental receipts,11,11,880,23,1.75,https://www.xero.com/us/templates/receipt-template/rent-receipt-template/,4,0.12,7.00,1,10,"[20,10,22,43,13,13,20,13,20,16,13,7]",2025-11-24,"Image pack, Video, Related searches, AI overview",informational,Organic
check stub generator,30,30,6600,65,5.99,https://www.xero.com/us/templates/pay-stub-template/,4,0.12,23.00,0.78,2930000,"[36,66,7,16,19,24,19,19,16,13,13,24]",2026-01-09,"Knowledge panel, Image pack, Sitelinks, Video, Ads top, Ads bottom, People also ask, Related searches",informational,Organic
free payroll stub template downloads,8,8,170,41,6.21,https://www.xero.com/us/templates/pay-stub-template/,4,0.12,24.00,0.08,502000,"[21,100,65,81,65,81,28,28,81,43,21,43]",2025-12-04,"Sitelinks, Video, Ads bottom, Related searches",informational,Organic
free check stub template,9,9,1600,50,5.52,https://www.xero.com/us/templates/pay-stub-template/,4,0.12,22.00,0.45,4850000,"[79,54,66,79,66,36,79,79,41,36,36,66]",2025-12-03,"Image pack, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches, Ads middle, AI overview",informational,Organic
balance statement template,11,11,1000,28,7.25,https://www.xero.com/us/templates/balance-sheet-template/,4,0.12,29.00,0.42,9,"[36,100,30,30,30,20,79,30,24,54,30,24]",2025-11-18,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
free balance sheet template,11,11,590,29,3.39,https://www.xero.com/us/templates/balance-sheet-template/,4,0.12,13.00,0.19,109000000,"[44,67,67,100,81,67,67,44,67,54,67,81]",2025-12-12,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
quote form template,9,9,260,19,3.01,https://www.xero.com/us/templates/quote-template/,4,0.12,12.00,0.12,169000000,"[23,19,15,29,54,66,44,23,23,23,19,100]",2025-12-19,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches","commercial, informational",Organic
free pay stubs templates download,7,7,170,45,5.68,https://www.xero.com/us/templates/pay-stub-template/,4,0.12,22.00,0.18,7070000,"[43,43,53,100,66,66,66,43,28,17,17,17]",2025-12-11,"Image pack, Sitelinks, Video, Ads bottom, Related searches",informational,Organic
expense report template,18,18,2900,41,7.99,https://www.xero.com/us/templates/expense-report-template/,4,0.12,31.00,0.56,204000000,"[44,53,66,100,53,53,53,53,53,66,66,44]",2026-01-16,"Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, People also ask, Related searches",informational,Organic
bill template,25,25,6600,73,3.52,https://www.xero.com/us/templates/invoice-template/,4,0.12,14.00,1,280000000,"[36,24,13,24,44,29,29,36,44,19,19,10]",2026-01-12,"Image pack, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
template business continuity plan,1,1,140,30,4.57,https://www.xero.com/us/templates/bcp-template/,4,0.12,18.00,0.24,24300000,"[15,15,12,23,23,12,12,19,12,12,7,7]",2025-12-16,"Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches, AI overview",informational,AI overview
sales receipt template,10,10,880,36,1.49,https://www.xero.com/us/templates/receipt-template/,4,0.12,5.00,1,57100000,"[45,45,36,62,55,62,62,55,55,45,45,45]",2025-12-09,"Image pack, Sitelinks, Video, Image, People also ask, Related searches","informational, transactional",Organic
invoice generation online,26,26,2900,55,8.29,https://www.xero.com/us/templates/invoice-generator/,4,0.12,33.00,0.1,28000000,"[2,8,1,0,10,19,16,29,0,5,24,100]",2026-01-13,"Sitelinks, Video, Ads bottom, Related searches",commercial,Organic
pay stub format free,1,1,260,44,5.52,https://www.xero.com/us/templates/pay-stub-template/,4,0.12,22.00,0.45,900000,"[100,6,6,15,35,66,54,44,35,44,28,66]",2025-12-09,"Image pack, Sitelinks, Video, Ads bottom, Related searches, AI overview",informational,AI overview
pay stub format free,9,9,260,44,5.52,https://www.xero.com/us/templates/pay-stub-template/,4,0.12,22.00,0.45,900000,"[100,6,6,15,35,66,54,44,35,44,28,66]",2025-12-09,"Image pack, Sitelinks, Video, Ads bottom, Related searches, AI overview",informational,Organic
invoice example,19,19,6600,63,3.27,https://www.xero.com/us/templates/invoice-template/,4,0.12,13.00,1,249000000,"[44,44,29,54,44,54,54,36,36,36,36,44]",2026-01-12,"Image pack, Video, Image, Ads bottom, People also ask, Related searches, Things to know",informational,Organic
nonprofit business plan format,3,3,590,28,4.12,https://www.xero.com/us/templates/business-plan-template/non-profit/,4,0.12,16.00,0.19,94600000,"[24,13,13,13,10,45,81,62,62,6,36,62]",2025-11-30,"Image pack, Sitelinks, Image, Ads bottom, Video Carousel, Related searches, AI overview",informational,Image pack
timesheet blank,6,6,170,36,4.02,https://www.xero.com/us/templates/timesheet-template/,4,0.12,16.00,0.4,333000,"[53,43,53,81,65,53,28,43,34,34,53,65]",2025-12-27,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
pay stub creator free,27,27,2400,51,7.87,https://www.xero.com/us/templates/pay-stub-template/,3,0.09,23.00,0.84,835000,"[54,28,24,36,19,43,43,28,54,43,43,36]",2026-01-16,"Sitelinks, Video, Ads top, Ads bottom, Related searches",commercial,Organic
one off invoice template,1,1,90,35,0.00,https://www.xero.com/us/templates/invoice-template/,3,0.09,0.00,0.93,23100000,"[2,2,2,2,2,2,4,5,2,100,9,2]",2025-12-16,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches, Ads middle","commercial, informational",Image pack
balance sheet templates,14,14,1000,35,7.25,https://www.xero.com/us/templates/balance-sheet-template/,3,0.09,21.00,0.42,179000000,"[55,34,82,55,55,100,5,4,7,11,2,44]",2025-11-18,"Image pack, Sitelinks, Image, Ads top, Ads bottom, People also ask, Related searches","commercial, informational",Organic
business plan template free,6,6,4400,67,4.47,https://www.xero.com/us/templates/business-plan-template/,3,0.09,13.00,0.53,431000000,"[29,44,36,44,44,44,29,23,36,29,23,29]",2026-01-15,"Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, People also ask, Related searches, Discussions and forums, AI overview",informational,Image pack
free paycheck stubs templates,9,9,140,44,5.52,https://www.xero.com/us/templates/pay-stub-template/,3,0.09,16.00,0.45,10,"[21,21,39,59,9,0,0,0,0,5,5,2]",2025-11-24,"Image pack, Sitelinks, Video, Video Carousel, Related searches",informational,Organic
sample donation receipt,14,14,880,34,2.01,https://www.xero.com/us/templates/receipt-template/donation-receipt/,3,0.09,6.00,0.74,13900000,"[55,81,62,81,62,81,62,20,55,24,30,36]",2025-12-07,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
